,source,url,title,timestamp,label
836,detik,https://finance.detik.com/industri/d-5342639/jokowi-mau-tidak-mau-industri-masuk-digitalisasi,Jokowi: Mau Tidak Mau Industri Masuk Digitalisasi,21 Jan 2021 11:54 WIB,industri
837,cnn,https://www.cnnindonesia.com/ekonomi/20211026075305-92-712312/dp-kpr-nol-persen-diperpanjang-beli-atau-tidak,"DP KPR Nol Persen Diperpanjang, Beli atau Tidak?",2022-10-20 12:33:51,properti
838,cnn,https://www.cnnindonesia.com/nasional/20190831195050-20-426424/anies-yakin-rumah-dp-rp0-tak-dijual-kembali,Anies Yakin Rumah DP Rp0 Tak Dijual Kembali,2022-10-20 12:33:44,properti
839,cnbc,https://www.cnbcindonesia.com/news/20221017160349-4-380334/gencar-transisi-energi-pertamina-lakukan-banyak-kolaborasi,"Gencar Transisi Energi, Pertamina Lakukan Banyak Kolaborasi",17-20-2022 00:00:00,perang
840,detik,https://inet.detik.com/cyberlife/d-5857930/huawei-kenalkan-pangu-large-model-untuk-transformasi-industri-ai,Huawei Kenalkan Pangu Large Model untuk Transformasi Industri AI,16 Des 2021 15:39 WIB,industri
841,cnn,https://www.cnnindonesia.com/nasional/20221010084057-32-858391/sekjen-ungkap-pesan-megawati-soal-capres-cawapres-pdip-di-pilpres-2024,Sekjen Ungkap Pesan Megawati soal Capres-Cawapres PDIP di Pilpres 2024,2022-10-20 12:24:26,pemerintahan
842,cnn,https://www.cnnindonesia.com/ekonomi/20211015181333-92-708450/30-juta-properti-di-china-belum-terjual-nasib-evergrande,"30 Juta Properti di China Belum Terjual, Nasib Evergrande?",2022-10-20 12:33:50,properti
843,detik,https://news.detik.com/foto-news/d-5932204/industri-kreatif-tak-boleh-mati-akibat-lonjakan-omicron,Industri Kreatif Tak Boleh Mati Akibat Lonjakan Omicron,07 Feb 2022 12:50 WIB,industri
844,cnn,https://www.cnnindonesia.com/tv/20200323152119-413-486114/video-jajal-alat-tempur-prajurit-tni,VIDEO: Jajal Alat Tempur Prajurit TNI,2022-10-20 12:37:06,teknologi
845,cnn,https://www.cnnindonesia.com/tv/20220526214505-408-801575/video-cara-kerja-kamera-analog,VIDEO: Cara Kerja Kamera Analog,2022-10-20 12:37:20,teknologi
846,cnn,https://www.cnnindonesia.com/ekonomi/20210806123150-532-677260/aturan-perpanjangan-diskon-pajak-properti-terbit-pekan-depan,Aturan Perpanjangan Diskon Pajak Properti Terbit Pekan Depan,2022-10-20 12:33:48,properti
847,detik,https://www.detik.com/edu/perguruan-tinggi/d-6243880/8-prospek-kerja-jurusan-keamanan-siber-dan-ilmu-yang-dipelajari-kini-kian-dicari,"8 Prospek Kerja Jurusan Keamanan Siber dan Ilmu yang Dipelajari, Kini Kian Dicari!",20 Agu 2022 10:00 WIB,teknologi
848,cnn,https://www.cnnindonesia.com/nasional/20221011062918-32-858804/skenario-dua-paslon-capres-di-balik-safari-politik-puan-pdip,Skenario Dua Paslon Capres di Balik Safari Politik Puan PDIP,2022-10-20 12:24:27,pemerintahan
849,detik,https://finance.detik.com/properti/d-6123407/alasan-milenial-sulit-punya-rumah-dp-nya-ketinggian,Alasan Milenial Sulit Punya Rumah: DP-nya Ketinggian,12 Jun 2022 16:01 WIB,properti
850,cnbc,https://www.cnbcindonesia.com/news/20221013133733-4-379464/prospek-ekonomi-inggris-beneran-suram-resesi-menunggu-waktu,"Prospek Ekonomi Inggris Beneran Suram, Resesi Menunggu Waktu?",13-20-2022 00:00:00,properti
851,cnn,https://www.cnnindonesia.com/nasional/20211221153435-20-736832/ridwan-kamil-rotasi-400-pns-jabar-digantikan-robot-ai,"Ridwan Kamil Rotasi 400 PNS Jabar, Digantikan Robot AI",2022-10-20 12:37:19,teknologi
852,kompas,http://www.kompas.com/global/read/2022/09/13/213200570/rusia-klaim-kirim-serangan-besar-ukraina-diminta-waspada-akan-langkah-tak,"Rusia Klaim Kirim Serangan Besar, Ukraina Diminta Waspada Akan Langkah Tak Terduga Putin","13/09/2022, 21:32 WIB",perang
853,cnn,https://www.cnnindonesia.com/teknologi/20191120100637-185-449909/bkpm-yakin-korporasi-teknologi-investasi-di-indonesia,BKPM Yakin Korporasi Teknologi Investasi di Indonesia,2022-10-20 12:37:11,teknologi
854,cnbc,https://www.cnbcindonesia.com/news/20220929210420-4-376101/jerman-sekarat-beri-peringatan-baru-soal-krisis-energi,"Jerman 'Sekarat', Beri Peringatan Baru soal Krisis Energi",17-20-2022 00:00:00,properti
855,cnn,https://www.cnnindonesia.com/nasional/20221007120217-32-857579/kemendagri-resmi-kirim-3-calon-pj-gubernur-pengganti-anies-ke-jokowi,Kemendagri Resmi Kirim 3 Calon Pj Gubernur Pengganti Anies ke Jokowi,2022-10-20 12:24:24,pemerintahan
856,kompas,http://nasional.kompas.com/read/2022/09/19/14041751/pemerintah-diminta-buka-akses-informasi-di-papua-kepada-masyarakat,Pemerintah Diminta Buka Akses Informasi di Papua kepada Masyarakat Internasional,"19/09/2022, 14:04 WIB",pemerintahan
857,detik,https://finance.detik.com/energi/d-5810891/industri-ngebut-produksi-lagi-demi-pulihkan-ekonomi-pasokan-gasnya-siap,"Industri Ngebut Produksi Lagi Demi Pulihkan Ekonomi, Pasokan Gasnya Siap?",14 Nov 2021 13:34 WIB,industri
858,cnn,https://www.cnnindonesia.com/nasional/20221008115537-32-857974/bertemu-saat-kondangan-anies-didoakan-rizieq-shihab,"Bertemu saat Kondangan, Anies Didoakan Rizieq Shihab",2022-10-20 12:24:25,pemerintahan
859,cnbc,https://www.cnbcindonesia.com/lifestyle/20221017183533-33-380383/10-pekerjaan-minim-stres-dengan-gaji-rp15-m-per-tahun,"10 Pekerjaan Minim Stres dengan Gaji Rp1,5 M per Tahun",18-20-2022 00:00:00,industri
860,kompas,http://www.kompas.com/properti/read/2022/08/23/163000621/selama-semester-i-adhi-karya-cetak-pendapatan-rp-6-3-triliun,"Selama Semester I, Adhi Karya Cetak Pendapatan Rp 6,3 Triliun","23/08/2022, 16:30 WIB",properti
861,kompas,http://nasional.kompas.com/read/2022/09/20/05500051/sebut-pemilu-2024-berpotensi-tak-jujur-sby-dinilai-mulai-perang-terbuka,"Sebut Pemilu 2024 Berpotensi Tak Jujur, SBY Dinilai Mulai ","20/09/2022, 05:50 WIB",perang
862,cnbc,https://www.cnbcindonesia.com/market/20221014154117-17-379832/19-perusahaan-di-pasar-modal-kena-sanksi-ini-kata-ojk,"19 Perusahaan di Pasar Modal Kena Sanksi, Ini Kata OJK",14-20-2022 00:00:00,industri
863,kompas,http://www.kompas.com/global/read/2022/08/29/100100170/bila-berkepanjangan-perang-ukraina-bisa-berimbas-parah-bagi-krisis-global,"Bila Berkepanjangan, Perang Ukraina Bisa Berimbas Parah bagi Krisis Global Lainnya","29/08/2022, 10:01 WIB",perang
864,detik,https://news.detik.com/berita/d-6331657/bertemu-ketua-parlemen-ukraina-puan-dorong-perdamaian-dengan-rusia,"Bertemu Ketua Parlemen Ukraina, Puan Dorong Perdamaian dengan Rusia",05 Okt 2022 22:41 WIB,perang
865,cnn,https://www.cnnindonesia.com/nasional/20221012194259-32-859769/bima-arya-asosiasi-pemkot-seluruh-indonesia-tolak-pilkada-lewat-dprd,Bima Arya: Asosiasi Pemkot Seluruh Indonesia Tolak Pilkada Lewat DPRD,2022-10-20 12:24:29,pemerintahan
866,detik,https://finance.detik.com/berita-ekonomi-bisnis/d-5852258/rumah-orang-kulit-hitam-selalu-ditawar-murah-ini-buktinya,"Rumah Orang Kulit Hitam Selalu Ditawar Murah, Ini Buktinya",13 Des 2021 09:43 WIB,properti
867,cnbc,https://www.cnbcindonesia.com/tech/20221013144126-37-379495/tingkatkan-literasi-digital-allo-bank-lakukan-hal-ini,"Tingkatkan Literasi Digital, Allo Bank Lakukan Hal ini",13-20-2022 00:00:00,industri
868,detik,https://inet.detik.com/detiktv/d-5939132/rangkaian-teknologi-unggulan-kamera-huawei-p50-pro,Rangkaian Teknologi Unggulan Kamera Huawei P50 Pro,12 Feb 2022 10:32 WIB,teknologi
869,kompas,http://money.kompas.com/read/2022/09/17/130000926/mobil-listrik-jadi-kendaraan-dinas-pemerintah-spklu-harus-merata,"Mobil Listrik Jadi Kendaraan Dinas Pemerintah, SPKLU Harus Merata","17/09/2022, 13:00 WIB",pemerintahan
870,kompas,http://www.kompas.com/properti/read/2022/07/27/161500121/perusahaan-teknologi-masih-dominasi-perkantoran-cbd-jakarta,Perusahaan Teknologi Masih Dominasi Perkantoran CBD Jakarta,"27/07/2022, 16:15 WIB",teknologi
871,detik,https://finance.detik.com/infrastruktur/d-5490815/pemerintah-tak-segera-perbaiki-jalan-rusak-bisa-kena-sanksi-lho,Pemerintah Tak Segera Perbaiki Jalan Rusak Bisa Kena Sanksi Lho,12 Mar 2021 15:20 WIB,pemerintahan
872,kompas,http://regional.kompas.com/read/2022/08/22/173900678/tari-poco-poco-gerakan-pola-lantai-properti-iringan-dan-maknanya,"Tari Poco-poco: Gerakan, Pola Lantai, Properti, Iringan, dan Maknanya","22/08/2022, 17:39 WIB",properti
873,cnbc,https://www.cnbcindonesia.com/opini/20221017180206-14-380377/langkah-prabowo-jelang-pilpres-2024-nasib-kontrak-rafale-cs,Langkah Prabowo Jelang Pilpres 2024 & Nasib Kontrak Rafale Cs,17-20-2022 00:00:00,industri
874,kompas,http://megapolitan.kompas.com/read/2022/09/19/19050111/mahasiswa-gelar-aksi-unjuk-rasa-desak-pemerintah-kembalikan-harga-bbm,"Mahasiswa Gelar Aksi Unjuk Rasa, Desak Pemerintah Kembalikan Harga BBM Bersubsidi","19/09/2022, 19:05 WIB",pemerintahan
875,cnbc,https://www.cnbcindonesia.com/news/20221018183703-8-380724/hot-news-perang-nuklir-hingga-jokowi-soroti-polisi-hedon,Hot News: Perang Nuklir Hingga Jokowi Soroti Polisi Hedon,18-20-2022 00:00:00,perang
876,detik,https://news.detik.com/berita/d-6003171/kspsi-gelar-kongres-x-pekan-ini-siapkan-buruh-hadapi-tantangan-industri,"KSPSI Gelar Kongres X Pekan Ini, Siapkan Buruh Hadapi Tantangan Industri",27 Mar 2022 14:58 WIB,industri
877,cnbc,https://www.cnbcindonesia.com/news/20221017114300-4-380230/sekolah-teknologi-ini-siap-cetak-talenta-digital-indonesia,Sekolah Teknologi Ini Siap Cetak Talenta Digital Indonesia,17-20-2022 00:00:00,teknologi
878,cnbc,https://www.cnbcindonesia.com/news/20221020062803-4-381099/harga-minyak-goreng-turun-terus-ada-yang-rp15200--liter,"Harga Minyak Goreng Turun Terus, Ada yang Rp15.200/ Liter",14-20-2022 00:00:00,pemerintahan
879,kompas,http://www.kompas.com/properti/read/2022/08/16/090000821/meningkatkan-pembangunan-nasional-dengan-utilisasi-data-proptech,Meningkatkan Pembangunan Nasional dengan Utilisasi Data PropTech,"16/08/2022, 09:00 WIB",industri
880,detik,https://hot.detik.com/celeb/d-5517258/pemerintah-larang-mudik-arief-muhammad-tulis-surat-terbuka,"Pemerintah Larang Mudik, Arief Muhammad Tulis Surat Terbuka",01 Apr 2021 21:04 WIB,pemerintahan
881,cnn,https://www.cnnindonesia.com/internasional/20210421134624-134-632853/tegang-dengan-rusia-ukraina-kerahkan-pasukan-cadangan,"Tegang dengan Rusia, Ukraina Kerahkan Pasukan Cadangan",2022-10-20 12:27:05,perang
882,kompas,http://www.kompas.com/edu/read/2022/07/28/060700871/berpeluang-kuasai-teknologi-guru-besar-uns--indonesia-punya-potensi,"Berpeluang Kuasai Teknologi, Guru Besar UNS: Indonesia Punya Potensi","28/07/2022, 06:07 WIB",teknologi
883,cnbc,https://www.cnbcindonesia.com/news/20221011181039-4-378945/mencekam-sirene-darurat-meraung-raung-di-seluruh-ukraina,"Mencekam, Sirene Darurat Meraung-raung di Seluruh Ukraina",18-20-2022 00:00:00,perang
884,detik,https://finance.detik.com/portofolio/d-6338528/saham-properti-masih-patut-dilirik-saat-sederet-perusahaan-pailit,Saham Properti Masih Patut Dilirik saat Sederet Perusahaan Pailit?,10 Okt 2022 07:00 WIB,properti
885,kompas,http://nasional.kompas.com/read/2022/06/21/22032561/sejumlah-kementerian-dan-lembaga-teken-mou-sppt-ti-publik-bisa-monitor,"Sejumlah Kementerian dan Lembaga Teken MoU SPPT-TI, Publik Bisa Monitor Perkara Pidana","21/06/2022, 22:03 WIB",teknologi
886,cnn,https://www.cnnindonesia.com/teknologi/20211224123419-189-738200/video-ahli-kembangkan-tv-rasa-makanan-yang-bisa-dijilat,VIDEO: Ahli Kembangkan TV Rasa Makanan yang Bisa Dijilat,2022-10-20 12:37:19,teknologi
887,cnbc,https://www.cnbcindonesia.com/news/20221013160102-4-379548/menkeu-ungkap-ancaman-ngeri-600-juta-orang-bisa-menderita,"Menkeu Ungkap Ancaman Ngeri, 600 Juta Orang Bisa Menderita",13-20-2022 00:00:00,perang
888,cnn,https://www.cnnindonesia.com/internasional/20191210200954-106-455829/prancis-ingatkan-ri-untuk-siapkan-sdm-hadapi-industri-40,Prancis Ingatkan RI untuk Siapkan SDM Hadapi Industri 4.0,2022-10-20 12:35:36,industri
889,detik,https://www.detik.com/edu/detikpedia/d-5963461/indonesia-punya-peluang-jadi-penengah-rusia-ukraina-ini-kata-dosen-ub,Indonesia Punya Peluang Jadi Penengah Rusia Ukraina? Ini Kata Dosen UB,01 Mar 2022 13:15 WIB,perang
890,cnn,https://www.cnnindonesia.com/nasional/20220214155212-20-759026/mui-sentil-eks-kapolres-puworejo-tuduh-warga-wadas-baca-zikir-perang,MUI Sentil Eks Kapolres Puworejo Tuduh Warga Wadas Baca Zikir Perang,2022-10-20 12:27:01,perang
891,cnn,https://www.cnnindonesia.com/ekonomi/20200728211045-92-529960/investasi-industri-melonjak-23-persen-di-tengah-corona,Investasi Industri Melonjak 23 Persen di Tengah Corona,2022-10-20 12:35:30,industri
892,cnbc,https://www.cnbcindonesia.com/news/20221004013752-4-376935/orang-kaya-serpong-jaksel-obral-rumah-waktunya-borong,"Orang Kaya Serpong & Jaksel, Obral Rumah, Waktunya Borong!",17-20-2022 00:00:00,properti
893,cnbc,https://www.cnbcindonesia.com/market/20221018125804-17-380574/gini-cara-ciptadana-am-tentukan-portofolio-investasi,Gini Cara Ciptadana AM Tentukan Portofolio Investasi,18-20-2022 00:00:00,industri
894,cnn,https://www.cnnindonesia.com/ekonomi/20210809175009-92-678380/daftar-pengurus-baru-kadin-dari-aburizal-bakrie-wamen-bumn,"Daftar Pengurus Baru Kadin, dari Aburizal Bakrie-Wamen BUMN",2022-10-20 12:35:35,industri
895,kompas,http://www.kompas.com/tren/read/2022/10/02/163000165/pemerintah-sebut-kasus-cacar-monyet-di-indonesia-melandai,Pemerintah Sebut Kasus Cacar Monyet di Indonesia Melandai,"02/10/2022, 16:30 WIB",pemerintahan
896,kompas,http://www.kompas.com/global/read/2022/09/21/201500870/putin-siapkan-300.000-tentara-cadangan-di-ukraina-siap-gempur-menolak,"Putin Siapkan 300.000 Tentara Cadangan di Ukraina, Siap Gempur, Menolak Mundur","21/09/2022, 20:15 WIB",perang
897,cnn,https://www.cnnindonesia.com/tv/20210816212735-409-681322/video-taliban-pegang-kendali-afghanistan,VIDEO: Taliban Pegang Kendali Afghanistan,2022-10-20 12:27:05,perang
898,kompas,http://www.kompas.com/tren/read/2022/06/12/100400265/syarat-asn-yang-dapat-rumah-dinas-gratis-di-ikn-ini-penjelasannya,"Syarat ASN yang Dapat Rumah Dinas Gratis di IKN, Ini Penjelasannya","12/06/2022, 10:04 WIB",properti
899,cnn,https://www.cnnindonesia.com/gaya-hidup/20171221152449-269-264040/sejumlah-maskapai-mulai-larang-keberadaan-koper-pintar,Sejumlah Maskapai Mulai Larang Keberadaan Koper Pintar,2022-10-20 12:37:12,teknologi
900,kompas,http://otomotif.kompas.com/read/2022/07/04/182849915/kembangkan-bisnis-kendaraan-listrik-mind-id-jajaki-aliansi-baru,"Kembangkan Bisnis Kendaraan Listrik, MIND ID Jajaki Aliansi Baru","04/07/2022, 18:28 WIB",industri
901,kompas,http://www.kompas.com/edu/read/2022/09/09/133043471/nadiem-tegaskan-pemerintah-tak-tertutup-dalam-menyusun-ruu-sisdiknas,Nadiem Tegaskan Pemerintah Tak Tertutup dalam Menyusun RUU Sisdiknas,"09/09/2022, 13:30 WIB",pemerintahan
902,kompas,http://money.kompas.com/read/2022/08/05/204500026/industri-kripto-dan-blockchain-masih-jadi-lahan-segar-untuk-pemodal-meski,Industri Kripto dan Blockchain Masih Jadi Lahan Segar untuk Pemodal Meski Pasar Sedang Lesu,"05/08/2022, 20:45 WIB",industri
903,cnbc,https://www.cnbcindonesia.com/news/20221013091557-4-379343/di-soe-international-kiprah-bumn-wujudkan-nze-diulas,"Di SOE International, Kiprah BUMN Wujudkan NZE Diulas",18-20-2022 00:00:00,teknologi
904,cnn,https://www.cnnindonesia.com/internasional/20191223102037-134-459272/mahkamah-internasional-selidiki-kejahatan-perang-di-palestina,Mahkamah Internasional Selidiki Kejahatan Perang di Palestina,2022-10-20 12:27:04,perang
905,cnbc,https://www.cnbcindonesia.com/news/20221011161330-4-378890/warning-imf-pangkas-proyeksi-ekonomi-dunia-2023-jadi-27,"Warning! IMF Pangkas Proyeksi Ekonomi Dunia 2023 Jadi 2,7%",18-20-2022 00:00:00,perang
906,cnbc,https://www.cnbcindonesia.com/tech/20221018160534-37-380660/buruan-pindah-ke-tv-digital-biar-bisa-nonton-piala-dunia,"Buruan Pindah ke TV Digital, Biar Bisa Nonton Piala Dunia",18-20-2022 00:00:00,pemerintahan
907,cnbc,https://www.cnbcindonesia.com/tech/20221011175510-39-378940/bom-baru-as-gempur-china-semikonduktor,'Bom Baru' AS Gempur China: Semikonduktor,18-20-2022 00:00:00,teknologi
908,detik,https://news.detik.com/berita/d-5095832/puan-ruu-bpip-beda-dengan-ruu-hip-tak-ada-pasal-kontroversial,"Puan: RUU BPIP Beda dengan RUU HIP, Tak Ada Pasal Kontroversial",16 Jul 2020 13:53 WIB,pemerintahan
909,cnbc,https://www.cnbcindonesia.com/news/20221018120040-4-380555/riak-riak-phk-massal-nyata-ternyata-ada-fenomena-baru-ini,"Riak-Riak PHK Massal Nyata, Ternyata Ada Fenomena Baru Ini",18-20-2022 00:00:00,industri
910,kompas,http://www.kompas.com/properti/read/2022/07/07/153000021/meski-pandemi-summarecon-cetak-rekor-pra-penjualan-tertinggi-rp-52,"Meski Pandemi, Summarecon Cetak Rekor Pra-penjualan Tertinggi Rp 5,2 Triliun","07/07/2022, 15:30 WIB",properti
911,cnbc,https://www.cnbcindonesia.com/market/20221012152028-17-379207/gawat-ihsg-sudah-4-hari-beruntun-longsor-pertanda-apa-ini,"Gawat! IHSG Sudah 4 Hari Beruntun Longsor, Pertanda Apa Ini?",18-20-2022 00:00:00,perang
912,kompas,http://edukasi.kompas.com/read/2022/06/22/142746971/its-gagas-inovasi-gerakan-seribu-tangan-palsu,ITS Gagas Inovasi Gerakan Seribu Tangan Palsu,"22/06/2022, 14:27 WIB",teknologi
913,cnbc,https://www.cnbcindonesia.com/market/20220921121730-17-373841/saham-ini-justru-kasih-cuan-gede-jelang-pengumuman-bi,Saham Ini Justru Kasih Cuan Gede Jelang Pengumuman BI,15-20-2022 00:00:00,properti
914,kompas,http://www.kompas.com/global/read/2022/09/11/160400170/ukraina-rebut-lagi-2.000-km-wilayah-dari-rusia-hampir-4-kali-luas-jakarta,"Ukraina Rebut Lagi 2.000 Km Wilayah dari Rusia, Hampir 4 Kali Luas Jakarta?","11/09/2022, 16:04 WIB",perang
915,cnbc,https://www.cnbcindonesia.com/news/20221018115449-4-380545/winter-is-coming-putin-siap-bikin-eropa-gelap-kedinginan,"Winter Is Coming, Putin Siap Bikin Eropa 'Gelap & Kedinginan'",17-20-2022 00:00:00,pemerintahan
916,cnn,https://www.cnnindonesia.com/ekonomi/20210518110728-532-643676/jokowi-percaya-diri-ekonomi-tumbuh-7-persen-di-kuartal-ii,Jokowi Percaya Diri Ekonomi Tumbuh 7 Persen di Kuartal II,2022-10-20 12:35:40,industri
917,cnn,https://www.cnnindonesia.com/ekonomi/20211112154230-92-720382/11-juta-liter-minyak-goreng-digelontorkan-tekan-lonjakan-harga,"11 Juta Liter Minyak Goreng Digelontorkan, Tekan Lonjakan Harga",2022-10-20 12:35:46,industri
918,cnbc,https://www.cnbcindonesia.com/news/20221018192235-4-380734/pupuk-indonesia-beberkan-kemajuan-proyek-blue-green-amonia,Pupuk Indonesia Beberkan Kemajuan Proyek Blue & Green Amonia,18-20-2022 00:00:00,pemerintahan
919,cnbc,https://www.cnbcindonesia.com/news/20221018092745-4-380484/siap-siap-hari-ini-ptba-bakal-resmi-ambil-alih-pltu-pln,"Siap-Siap, Hari Ini PTBA Bakal Resmi Ambil Alih PLTU PLN",17-20-2022 00:00:00,pemerintahan
920,kompas,http://www.kompas.com/stori/read/2022/09/15/160000779/krisis-suez--latar-belakang-kronologi-dan-akhir,"Krisis Suez: Latar Belakang, Kronologi, dan Akhir","15/09/2022, 16:00 WIB",perang
921,cnbc,https://www.cnbcindonesia.com/news/20221014171819-4-379869/pajak-karbon-ditunda-menteri-esdm-buka-suara,"Pajak Karbon Ditunda, Menteri ESDM Buka Suara!",14-20-2022 00:00:00,industri
922,kompas,http://biz.kompas.com/read/2022/09/26/121436428/pln-jalankan-program-uji-coba-kompor-listrik-sesuai-arahan-pemerintah,PLN Jalankan Program Uji Coba Kompor Listrik Sesuai Arahan Pemerintah,"26/09/2022, 12:14 WIB",pemerintahan
923,kompas,http://www.kompas.com/edu/read/2022/08/20/070700071/buku-karya-12-profesor-wanita-faterna-unand-jawab-tantangan-masa-depan,Buku Karya 12 Profesor Wanita Faterna Unand Jawab Tantangan Masa Depan,"20/08/2022, 07:07 WIB",teknologi
924,cnbc,https://www.cnbcindonesia.com/news/20220927131644-4-375294/dunia-makin-ngeri-5-negara-ini-catatkan-inflasi-di-atas-100,"Dunia Makin Ngeri, 5 Negara Ini Catatkan Inflasi di Atas 100%",16-20-2022 00:00:00,perang
925,cnn,https://www.cnnindonesia.com/ekonomi/20220124182546-92-750610/ri-kekurangan-9-juta-pekerja-bidang-informasi-dan-komunikasi-teknologi,RI Kekurangan 9 Juta Pekerja Bidang Informasi dan Komunikasi Teknologi,2022-10-20 12:37:19,teknologi
926,cnn,https://www.cnnindonesia.com/teknologi/20150224022459-185-34307/aplikasi-pencari-parkir-diramalkan-akan-jadi-primadona,Aplikasi Pencari Parkir Diramalkan akan Jadi Primadona,2022-10-20 12:37:10,teknologi
927,cnbc,https://www.cnbcindonesia.com/market/20221019132548-17-380919/rilis-pdb-ditunda-tanpa-sebab-china-dalam-kegelapan,"Rilis PDB Ditunda Tanpa Sebab, China Dalam 'Kegelapan'?",18-20-2022 00:00:00,perang
928,kompas,http://otomotif.kompas.com/read/2022/09/19/100200515/insentif-apa-saja-yang-tersedia-untuk-konsumen-mobil-listrik,Insentif Apa Saja yang Tersedia untuk Konsumen Mobil Listrik?,"19/09/2022, 10:02 WIB",pemerintahan
929,detik,https://news.detik.com/berita/d-5124151/pemerintah-pantau-80200-kasus-suspek-corona-pada-7-agustus,Pemerintah Pantau 80.200 Kasus Suspek Corona pada 7 Agustus,07 Agu 2020 15:56 WIB,pemerintahan
930,kompas,http://otomotif.kompas.com/read/2022/08/20/082200915/strategi-gaikindo-capai-target-ekspor-mobil-1-juta-unit-di-2025,Strategi Gaikindo Capai Target Ekspor Mobil 1 Juta unit di 2025,"20/08/2022, 08:22 WIB",industri
931,cnbc,https://www.cnbcindonesia.com/market/20221018144330-17-380623/profesor-harvard-apresiasi-peran-bri-dalam-inklusi-keuangan,Profesor Harvard Apresiasi Peran BRI Dalam Inklusi Keuangan,18-20-2022 00:00:00,pemerintahan
932,cnbc,https://www.cnbcindonesia.com/news/20221017195051-4-380406/diserang-as-negara-negara-opec--pasang-badan-bela-arab-saudi,"Diserang AS, Negara-Negara OPEC+ Pasang Badan Bela Arab Saudi",17-20-2022 00:00:00,perang
933,cnn,https://www.cnnindonesia.com/nasional/20221007075641-32-857453/hitung-hitung-kantong-suara-nasdem-usai-deklarasi-anies-capres-2024,Hitung-hitung Kantong Suara NasDem Usai Deklarasi Anies Capres 2024,2022-10-20 12:24:24,pemerintahan
934,kompas,http://otomotif.kompas.com/read/2022/08/25/062200515/cegah-kecelakaan-ppns-kemehub-diminta-melek-teknologi-penegakan-hukum,"Cegah Kecelakaan, PPNS Kemehub Diminta Melek Teknologi Penegakan Hukum","25/08/2022, 06:22 WIB",teknologi
935,detik,https://inet.detik.com/detiktv/d-6110220/china-rilis-ponsel-dengan-baterai-21000-mah,China Rilis Ponsel dengan Baterai 21.000 mAh,04 Jun 2022 14:57 WIB,teknologi
936,cnbc,https://www.cnbcindonesia.com/news/20220927075920-4-375174/resesi-dunia-di-depan-mata-nasib-indonesia-gimana,"Resesi Dunia di Depan Mata, Nasib Indonesia Gimana?",16-20-2022 00:00:00,perang
937,detik,https://finance.detik.com/industri/d-5204010/menperin-sebut-uu-cipta-kerja-bisa-dongkrak-industri-manufaktur,Menperin Sebut UU Cipta Kerja Bisa Dongkrak Industri Manufaktur,07 Okt 2020 20:10 WIB,industri
938,cnn,https://www.cnnindonesia.com/tv/20220929144557-400-854265/video-kenaikan-harga-bbm-picu-melonjaknya-harga-rumah,VIDEO: Kenaikan Harga BBM Picu Melonjaknya Harga Rumah,2022-10-20 12:33:48,properti
939,detik,https://news.detik.com/berita/d-5368304/kritik-keras-bagai-jamu-dinanti-pemerintah-agar-terarah,Kritik Keras Bagai Jamu Dinanti Pemerintah Agar Terarah,10 Feb 2021 05:57 WIB,pemerintahan
940,cnbc,https://www.cnbcindonesia.com/market/20220920121436-17-373541/ihsg-boleh-galau-tapi-saham-ini-tetap-cuan-nyaris-22,"IHSG Boleh Galau, Tapi Saham Ini Tetap Cuan Nyaris 22%",15-20-2022 00:00:00,properti
941,detik,https://news.detik.com/berita/d-6077434/jokowi-di-as-serukan-setop-perang-legislator-golkar-acungi-jempol,"Jokowi di AS Serukan Setop Perang, Legislator Golkar Acungi Jempol",14 Mei 2022 11:34 WIB,perang
942,detik,https://finance.detik.com/properti/d-6323992/millenial-susah-cari-rumah-di-jakarta-cobain-ke-cileungsi-deh,"Millenial Susah Cari Rumah di Jakarta, Cobain ke Cileungsi Deh!",02 Okt 2022 09:31 WIB,properti
943,cnbc,https://www.cnbcindonesia.com/news/20221018062937-4-380440/putin-menggila-rusia-bombardir-kyiv-ukraina-gelap-gulita,"Putin Menggila! Rusia Bombardir Kyiv, Ukraina Gelap Gulita",17-20-2022 00:00:00,perang
944,cnbc,https://www.cnbcindonesia.com/tech/20221018065436-37-380442/bi-kasih-sinyal-ini-bukti-kiamat-kartu-debit-segera-tiba,"BI Kasih Sinyal Ini, Bukti Kiamat Kartu Debit Segera Tiba",17-20-2022 00:00:00,teknologi
945,cnbc,https://www.cnbcindonesia.com/market/20221019204918-17-381061/kejutan-bi-menjadi-penentu-arah-ihsg-hari-ini,Kejutan BI Menjadi Penentu Arah IHSG Hari Ini,14-20-2022 00:00:00,pemerintahan
946,detik,https://www.detik.com/edu/perguruan-tinggi/d-5984109/3-jurusan-kuliah-seputar-isu-global-termasuk-pelajari-konflik-ukraina-rusia,"3 Jurusan Kuliah Seputar Isu Global, Termasuk Pelajari Konflik Ukraina-Rusia",15 Mar 2022 15:30 WIB,perang
947,cnn,https://www.cnnindonesia.com/nasional/20221011062822-32-858803/hasto-pdip-mengapa-jakarta-banjir-nasdem-yang-harus-jawab,"Hasto PDIP: Mengapa Jakarta Banjir, NasDem yang Harus Jawab",2022-10-20 12:24:27,pemerintahan
